publisher,title,summary,pubdate,link,thumblink
New York Times,Our Cars Are Trying to Keep Us Safe. Here’s How.,"There is no question that the tech in cars is making us safer. Even when optional, active electronic safety features can pay for themselves quickly.","Fri, 09 Aug 2019 05:41:38 +0000",https://www.nytimes.com/2019/08/08/smarter-living/our-cars-are-trying-to-keep-us-safe-heres-how.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/08/smarter-living/00sl-smartdrive/00sl-smartdrive-moth-v2.jpg
New York Times,5 Cheap(ish) Things to Maximize a Small Bedroom,"A nightstand, a divider, a floating shelf, a garment rack and a storage bench for keeping a bedroom organized.","Fri, 09 Aug 2019 05:41:39 +0000",https://www.nytimes.com/2019/08/07/smarter-living/small-bedroom-maximize-space.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/08/smarter-living/08sl-newsletter/08sl-newsletter-moth.jpg
New York Times,How Woodstock Hobbled the American Rock Festival for 30 Years,"It was a hippie dream. But while some hailed peace and love, others saw damaged property, poor sanitation and a threat to public safety.","Fri, 09 Aug 2019 10:58:12 +0000",https://www.nytimes.com/2019/08/08/arts/music/woodstock-american-festivals.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/11/arts/11woodstock-sisario-4/11woodstock-sisario-4-moth.jpg
New York Times,Summer Art Trek: Gallery Hopping in the Hudson Valley,"Galleries abound due north of the city, showing Warhol, Basquiat and the talents of Arte Povera.","Fri, 09 Aug 2019 10:58:12 +0000",https://www.nytimes.com/2019/08/08/arts/design/art-shows-beacon-hudson-valley.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/09/arts/08hudsonvalley-art20/08hudsonvalley-art20-moth.jpg
New York Times,Téa Obreht Follows Up an Acclaimed Debut With a Visit to the Old West,"“Inland,” set in the rowdy lands of the Arizona Territory during the 1890s, weaves together the story of a frontierswoman with that of a wanted murderer and his camel.","Fri, 09 Aug 2019 09:00:02 +0000",https://www.nytimes.com/2019/08/09/books/review-inland-tea-obreht.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/12/books/12bookobreht1/12bookobreht1-moth.jpg
New York Times,Seth Meyers Says El Paso Should Put the Boot on Air Force One,The late-night hosts were quick to point out that President Trump still owes the city more than half a million dollars for a campaign rally in February.,"Fri, 09 Aug 2019 06:27:35 +0000",https://www.nytimes.com/2019/08/09/arts/television/seth-meyers-trump-el-paso-debt-late-night.html?emc=rss&partner=rss,
New York Times,"Review: In ‘Bat Out of Hell,’ Paradise by the LED Light","A post-apocalyptic Peter Pan story with book, music and lyrics by Jim Steinman is a masterpiece of overstatement. But try not to sing along.","Fri, 09 Aug 2019 12:10:14 +0000",https://www.nytimes.com/2019/08/08/theater/bat-out-of-hell-the-musical-review.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/09/arts/06bathell1-promo/06bathell1-promo-moth-v2.jpg
New York Times,"Legless, Leaping Larvae",Gall midge maggots have some surprising tricks that help them launch themselves into smile-inspiring jumps.,"Fri, 09 Aug 2019 09:58:45 +0000",https://www.nytimes.com/2019/08/08/science/leaping-larvae-maggot.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/08/science/08TB-LEAPINGLARVAE/08TB-LEAPINGLARVAE-moth.jpg
New York Times,Do Older People Have a Different Smell?,Even scientists who study scent are divided.,"Thu, 08 Aug 2019 09:00:06 +0000",https://www.nytimes.com/2019/08/08/well/live/do-older-people-have-a-different-smell.html?emc=rss&partner=rss,
New York Times,"A More Active Hurricane Season Could Lie Ahead, Scientists Warn","A revised prediction from federal forecasters sees the potential for as many as 17 named storms this hurricane season, four of which may be major.","Fri, 09 Aug 2019 13:15:36 +0000",https://www.nytimes.com/2019/08/08/climate/noaa-hurricane-forecast.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/08/climate/08CLI-HURRICANES/08CLI-HURRICANES-moth.jpg
New York Times,Another Baseball Mystery: Why Do Players Seem to Live Longer?,A new study suggests professional baseball players live longer than other athletes and American men in general. The reasons could be complex.,"Fri, 09 Aug 2019 09:58:44 +0000",https://www.nytimes.com/2019/08/07/sports/baseball/baseball-players-longevity-health.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/07/sports/07baseball-study2/07baseball-study2-moth.jpg
New York Times,The Secret History of ‘Easter Eggs’,"Yes, Google, Tesla, Amazon and others are still hiding quirky software surprises in their products, mostly to give you a chuckle.","Thu, 08 Aug 2019 19:26:30 +0000",https://www.nytimes.com/2019/08/08/technology/easter-eggs-tesla-google.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/01/business/00easteregg-tesla2/00easteregg-tesla2-moth-v2.jpg
BBC News,UK economy shrinks for the first time since 2012,"The UK economy contracted by 0.2% between April and June, its worst performance for more than six years.","Fri, 09 Aug 2019 14:23:42 GMT",https://www.bbc.co.uk/news/business-49290926,
BBC News,US shootings: Trump says 'serious' talks on gun control under way,"Congressional leaders are discussing ""meaningful"" background checks for gun owners, he says.","Fri, 09 Aug 2019 14:04:30 GMT",https://www.bbc.co.uk/news/world-us-canada-49292111,
BBC News,'Why I translate all of Trump's tweets into Chinese',The dissident in Los Angeles who thinks Trump's tweets will bring down China's communist government.,"Thu, 08 Aug 2019 23:57:45 GMT",https://www.bbc.co.uk/news/world-us-canada-49092612,
BBC News,Missouri Walmart incident: Armed man who walked into store 'sparked panic',"It is not clear what the man, who had a loaded rifle, intended to do by walking into the store armed.","Fri, 09 Aug 2019 12:06:17 GMT",https://www.bbc.co.uk/news/world-us-canada-49291836,
BBC News,Cambodian man rescued after four days trapped in cave,The man was collecting bat droppings when he slipped and became wedged between rocks in a jungle cave.,"Fri, 09 Aug 2019 08:46:34 GMT",https://www.bbc.co.uk/news/world-asia-49288550,
BBC News,Hong Kong: US calls China a 'thuggish regime' amid fresh protests,"The US accuses China of being a ""thuggish regime"", a barb China dismisses as ""gangster logic"".","Fri, 09 Aug 2019 13:09:07 GMT",https://www.bbc.co.uk/news/world-asia-china-49289460,
BBC News,Norwich Cathedral: Helter skelter offers new experience,"The full-size fairground ride is ""certainly not a gimmick"", says Norwich Cathedral.","Thu, 08 Aug 2019 23:01:36 GMT",https://www.bbc.co.uk/news/uk-england-49285829,
BBC News,Russian panic over Arctic rocket accident radiation scare,People rush to buy iodine pills after a rocket engine explosion and radiation spike at a military site.,"Fri, 09 Aug 2019 14:23:57 GMT",https://www.bbc.co.uk/news/world-europe-49295521,
BBC News,China on red alert as Typhoon Lekima bears down on east coast,Evacuation warnings are in place for Shanghai as Typhoon Lekima roars past Taiwan.,"Fri, 09 Aug 2019 14:29:19 GMT",https://www.bbc.co.uk/news/world-asia-china-49287907,
BBC News,Goldman bosses charged in Malaysia bond scandal,Malaysia charges 17 current and former Goldman Sachs executives over the 1MDB corruption scandal.,"Fri, 09 Aug 2019 07:44:11 GMT",https://www.bbc.co.uk/news/business-49289840,
BBC News,Kashmir dispute: Residents attend Friday prayers amid lockdown,"Residents in the Muslim-majority valley are allowed to attend mosques, but tight restrictions continue.","Fri, 09 Aug 2019 11:34:50 GMT",https://www.bbc.co.uk/news/world-asia-india-49289680,
BBC News,Michael Barisone: US Olympian charged with attempted murder,"Michael Barisone, a dressage competitor, is arrested after a shooting at his New Jersey farm.","Fri, 09 Aug 2019 10:04:33 GMT",https://www.bbc.co.uk/news/world-us-canada-49291171,
BBC News,YouTube child star dies of malaria,"Darcy Irakoze, known as Kacaman, contracted the illness on Wednesday and died a day later in Burundi.","Fri, 09 Aug 2019 12:45:39 GMT",https://www.bbc.co.uk/news/world-africa-49293782,
BBC News,Mexico violence: Nine bodies found hanging from bridge,A banner hanging from the bridge reportedly bore the initials of one of Mexico's powerful drug gangs.,"Fri, 09 Aug 2019 09:30:42 GMT",https://www.bbc.co.uk/news/world-latin-america-49289716,
BBC News,Hero's welcome for deceased Vietnam War veteran,A fallen US pilot is flown home to Texas by his son 52 years after he died.,"Thu, 08 Aug 2019 21:51:57 GMT",https://www.bbc.co.uk/news/world-us-canada-49284330,
BBC News,Bullfighting returns to Majorca after partial ban overturned,This is the first fight to be held in the region since a court ruled a partial ban was unconstitutional.,"Fri, 09 Aug 2019 10:43:20 GMT",https://www.bbc.co.uk/news/world-europe-49291131,
BBC News,Kenya's Homa Bay: Fart pushes Speaker to suspend debate,"""One of us has polluted the air and I know who it is,"" a disgusted member of a Kenyan regional assembly declared.","Fri, 09 Aug 2019 09:07:42 GMT",https://www.bbc.co.uk/news/world-africa-49290641,
BBC News,Cyanide bombs: US says it's OK to kill wild animals with deadly poison,"M-44 devices, in use since the sixties, have been reauthorised for use despite opposition.","Fri, 09 Aug 2019 13:41:01 GMT",https://www.bbc.co.uk/news/newsbeat-49292681,
BBC News,US shootings: El Paso stands defiant in aftermath of tragedy,"After a gunman targeting Hispanics killed 22 people, El Paso is coming together to embrace its unique identity.","Fri, 09 Aug 2019 11:27:52 GMT",https://www.bbc.co.uk/news/world-us-canada-49272760,
BBC News,The Cardiff hospital testing virtual reality with labour,"The technology has been described as something which can take pregnant women ""out of the moment"".","Thu, 08 Aug 2019 23:54:34 GMT",https://www.bbc.co.uk/news/uk-wales-49280157,
BBC News,Locals ‘kicked out of their homes for holiday lets',Valencia is one of the cities in Europe fighting back against holiday rental websites.,"Thu, 08 Aug 2019 23:07:05 GMT",https://www.bbc.co.uk/news/world-europe-49285719,
BBC News,Kenya's new breast milk bank in bid to reduce infant mortality,Mums can donate their breast milk to a new milk bank in Kenya in a bid to reduce infant deaths.,"Thu, 08 Aug 2019 23:04:06 GMT",https://www.bbc.co.uk/news/world-africa-49279759,
BBC News,How did Twitter help a sexual abuse survivor brave a smear test?,Support from people on Twitter has helped a woman take a smear test for the first time.,"Fri, 09 Aug 2019 12:41:05 GMT",https://www.bbc.co.uk/news/health-49293911,
BBC News,Strange cloud trail leaves observers in awe,A strange cloud trail in the early morning sky above Florida left observers on the ground in awe.,"Thu, 08 Aug 2019 17:55:08 GMT",https://www.bbc.co.uk/news/world-us-canada-49272761,
BBC News,Foreign marines descend on Russia,"Elite soldiers from China, Iran and Venezuela take part in Russia's International Army Games.","Thu, 08 Aug 2019 20:53:48 GMT",https://www.bbc.co.uk/news/world-europe-49285975,
BBC News,Africa's week in pictures: 2 - 8 August 2019,A selection of the week's best photos from across the continent.,"Thu, 08 Aug 2019 23:40:18 GMT",https://www.bbc.co.uk/news/world-africa-49276227,
BBC News,Quiz of the week: Do you know your 'Peaky' music?,Have you been paying attention to what's been going on over the past seven days?,"Thu, 08 Aug 2019 23:39:54 GMT",https://www.bbc.co.uk/news/world-49239205,
BBC News,Rainbow Caravan: The long journey to LGBT freedom,"Two years ago, a ""rainbow caravan"" of gay and trans migrants arrived in the US. This is their story.","Fri, 09 Aug 2019 00:16:13 GMT",https://www.bbc.co.uk/news/world-us-canada-48404381,
BBC News,Hong Kong protests: How badly has tourism been affected?,"It is one of the world's most visited cities, but experts say the travel trade is suffering.","Fri, 09 Aug 2019 10:37:43 GMT",https://www.bbc.co.uk/news/world-asia-china-49276259,
BBC News,Article 370: The Indians celebrating Kashmir's new status,Many Indians see Kashmir as a fundamental part of their country's identity and back the government's move.,"Fri, 09 Aug 2019 06:42:13 GMT",https://www.bbc.co.uk/news/world-asia-india-49250594,
BBC News,Pocket knife saves Canadian man during grizzly bear attack,Colin Dowler ended up in a life-or-death struggle with a grizzly bear in British Columbia.,"Thu, 08 Aug 2019 20:02:02 GMT",https://www.bbc.co.uk/news/world-us-canada-49186379,
BBC News,Tesla motors make classic Ferraris go faster,"Electric cars have to be as cool as petrol ones to really take off, and these engineers think they can be","Thu, 08 Aug 2019 23:05:53 GMT",https://www.bbc.co.uk/news/business-48956000,
BBC News,Why are shops in Iraq stocking up on Scottish sweets?,"One sweet manufacturer is seeing sales of fudge, chocolate eclairs and toffees soaring in Iraqi Kurdistan.","Thu, 08 Aug 2019 23:29:25 GMT",https://www.bbc.co.uk/news/uk-scotland-scotland-business-48458835,
BBC News,What's wrong with buying a dinosaur?,"There's a growing fashion for fossils, but some argue it is undermining scientific research.","Wed, 07 Aug 2019 23:39:48 GMT",https://www.bbc.co.uk/news/business-48472588,
BBC News,"Ashes 2019: England drop Moeen Ali, Jack Leach recalled for second Test",England drop Moeen Ali and replace him in the squad with slow left-armer Jack Leach for the second Ashes Test against Australia.,"Fri, 09 Aug 2019 14:20:08 GMT",https://www.bbc.co.uk/sport/cricket/49292631,
BBC News,Guardiola expects injured Sane to miss 'six or seven months',Manchester City manager Pep Guardiola expects to be without injured winger Leroy Sane until February or March.,"Fri, 09 Aug 2019 13:15:42 GMT",https://www.bbc.co.uk/sport/football/49293963,
BBC News,NFL: Christian Wade scores 65-yard touchdown for Buffalo Bills,Former Wasps and England winger Christian Wade scores a 65-yard touchdown with his first touch on his debut for the Buffalo Bills in a pre-season game.,"Fri, 09 Aug 2019 08:28:36 GMT",https://www.bbc.co.uk/sport/av/american-football/49291121,
BBC News,Simone Biles: 'You had one job to do and you couldn't protect us',Olympic and world champion Simone Biles has criticised USA Gymnastics for its failure to protect athletes from being abused by Larry Nassar.,"Thu, 08 Aug 2019 16:55:37 GMT",https://www.bbc.co.uk/sport/av/gymnastics/49285639,
BBC News,Transfer news: How Arsenal 'nailed it' & what happened with Dybala? - David Ornstein on deadline day,"How Arsenal 'nailed it', Jeez Luiz & why Dybala didn't happen - Ornstein on deadline day","Thu, 08 Aug 2019 22:44:36 GMT",https://www.bbc.co.uk/sport/av/football/49287680,
BBC News,Heinz & McConnochie to make England debuts against Wales,Willi Heinz and Ruaridh McConnochie will make their England debuts against Wales on Sunday as they bid for Rugby World Cup selection.,"Fri, 09 Aug 2019 10:28:21 GMT",https://www.bbc.co.uk/sport/rugby-union/49293311,
BBC News,England v Wales: Lock Alun Wyn Jones to set caps record against England,Alun Wyn Jones will become Wales' most capped rugby player when he captains them in Sunday's World Cup warm-up against England at Twickenham.,"Fri, 09 Aug 2019 10:05:23 GMT",https://www.bbc.co.uk/sport/rugby-union/49292131,
BBC News,"1MDB: The playboys, PMs and partygoers around a global financial scandal",A wealth fund is alleged to have been looted of billions. The extraordinary story can be told through the characters caught up in it.,"Fri, 09 Aug 2019 13:03:45 GMT",https://www.bbc.co.uk/news/world-asia-46341603,
